cas,inchi,inchikey,smiles,formula,definition,checked,alw_cname,che_cname,che_id,chl_id,chs_id,drb_id,eea_cname,ein_id,etx_cname,etx_id,ipc_name,puc_cid,wid_cname,wid_id,zvg_id,uii_id
57-27-2,"","","","","",,"",morphine,CHEBI:17303,"",4450907,,"","","",,"",5288826,"","",,""
57-29-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57-30-7,"","","","","",,"",phenobarbital sodium,CHEBI:8070,"",,,"","","",,"",,"","",,""
57-33-0,"","","","","",,"",Pentobarbital sodium,CHEBI:7984,"",,,"","","",,"",,"","",,""
57-39-6,"","","","","",,metepa,Tris(2-methyl-1-aziridinyl)phosphine oxide,CHEBI:82556,"",,,"","","",,"",,"","",,""
57-41-0,"","","","","",,"",phenytoin,CHEBI:8107,"",1710,,"","","",,"",1775,"","",,""
57-43-2,"","","","","",,"",amobarbital,CHEBI:2673,"",2079,,"","","",,"",2164,amobarbital,Q415850,,""
57-44-3,"","","","","",,"","5,5-diethylbarbituric acid",CHEBI:31252,"",2206,,"","","",,"",2294,"","",,""
57-47-6,"","","","","",,"",physostigmine,CHEBI:27953,"",,,"","","",,"",,"","",,""
57-48-7,"","","","","",,"",D-fructose,CHEBI:15824,"",5764,,"","","",,"",2723872,"","",,""
57-50-1,"","","","","",,"",sucrose,CHEBI:17992,"",5768,,"","","",,"",5988,"","",,""
57-52-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57-53-4,"","","","","",,"",Meprobamate,CHEBI:6761,"",3924,,"","","",,"",4064,"","",,""
57-55-6,"","","","","",,"","propane-1,2-diol",CHEBI:16997,"",228188,,"","","",,"",1030,(RS)-propylene glycol,Q161495,,""
57-56-7,"","","","","",,"",semicarbazide,CHEBI:28306,"",5008,,"","","",,"",5196,semicarbazide,Q417535,,""
57-57-8,"","","","","",,"",beta-propiolactone,CHEBI:49073,"",2275,,"","","",,"",2365,propiolactone,Q420715,,""
57-60-3,"","","","","",,"",pyruvate,CHEBI:15361,"",96901,,"","","",,"",107735,pyruvate,Q27089397,,""
57-62-5,"","","","","",,"",chlortetracycline,CHEBI:27644,"",10469370,,"","","",,"",,"","",,""
57-64-7,"","","","","",,"",physostigmine,CHEBI:27953,"",,,"","","",,"",,"","",,""
57-66-9,"","","","","",,"",probenecid,CHEBI:8426,"",4742,,"","","",,"",4911,"","",,""
57-67-0,"","","","","",,"",sulfaguanidine,CHEBI:94621,"",5133,,"","","",,"",5324,"","",,""
57-68-1,"","","","","",,"",sulfamethazine,CHEBI:102265,"",5136,,"","","",,"",5327,"","",,""
57-71-6,"","","","","",,"",Diacetylmonoxime,CHEBI:4480,"",4911363,,"","","",,"",6409633,"","",,""
57-83-0,"","","","","",,"",progesterone,CHEBI:17026,"",5773,,"","","",,"",5994,progesterone,Q26963,,""
57-85-2,"","","","","",,"",Testosterone propionate,CHEBI:9466,"",,,"","","",,"",,"","",,""
57-87-4,"","","","","",,"",ergosterol,CHEBI:16933,"",392539,,"","","",,"",21775588,ergosterol,Q143263,,""
57-88-5,"","","","","",,"",cholesterol,CHEBI:16113,"",,,"","","",,"",,"","",,""
57-91-0,"","","","","",,"",17alpha-estradiol,CHEBI:17160,"",,,"","","",,"",,"","",,""
57-92-1,"","","","","",,streptomycin,streptomycin,CHEBI:17076,"",,,"","","",,"",,"","",,""
57-94-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57-95-4,"","","","","",,"",tubocurarine,CHEBI:9774,"",21902,,"","","",,"",,"","",,""
57-97-6,"","","","","",,"","7,12-dimethyltetraphene",CHEBI:254496,"",5779,,"","","",,"",6001,"","",,""
570-24-1,"","","","","",,"","","","",10824,,"","","",,"",11298,"","",,""
5700-53-8,"","","","","",,"","","","",,,"","","",,"",21922,"","",,""
57004-87-2,"","","","","",,"","","","",38397,,"","","",,"",42105,"","",,""
57012-86-9,"","","","","",,"","","","",2549950,,"","","",,"",3301639,"","",,""
57017-75-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57017-80-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57017-81-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57025-76-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57029-21-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5703-46-8,"","","","","",,"","1,2-dioxane",CHEBI:48426,"",122188,,"","","",,"",138570,"1,2-dioxane",Q4545655,,""
57036-29-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57041-67-5,"","","","","",,"",desflurane,CHEBI:4445,"",38403,,"","","",,"",42113,"","",,""
5705-57-7,"","","","","",,"","","","",85847,,"","","",,"",95140,"","",,""
57052-04-7,"","","","","",,isomethiozin,Isomethiozin,CHEBI:82229,"",7850545,,"","","",,"",,"","",,""
57055-38-6,"","","","","",,"","","","",2298848,,"","","",,"",3034373,Monochlorodehydroabietic acid,Q81986191,,""
57055-39-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57057-83-7,"","","","","",,"","","","",38405,,"","","",,"",42115,"3,4,5-Trichloro-2-methoxyphenol",Q81976710,,""
5706-78-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5706-85-4,"","","","","",,"","2,4'-dihydroxyacetophenone",CHEBI:35164,"",389088,,"","","",,"",440082,"","",,""
5707-69-7,"","","","","",,drazoxolon,Drazoxolon,CHEBI:82071,"",7844674,,"","","",,"",,"","",,""
571-20-0,"","","","","",,"","5alpha-androstane-3beta,17beta-diol",CHEBI:18329,"",211834,,"","","",,"",242332,3β-androstanediol,Q4641516,,""
571-58-4,"","","","","",,"","1,4-dimethylnaphthalene",CHEBI:48609,"",10829,,"","","",,"",11304,"1,4-dimethylnaphthalene",Q27121287,,""
571-60-8,"","","","","",,"","naphthalene-1,4-diol",CHEBI:34063,"",10830,,"","","",,"",11305,"1,4-naphthalenediol",Q27115786,,""
571-61-9,"","","","","",,"","1,5-dimethylnaphthalene",CHEBI:48608,"",10831,,"","","",,"",11306,"1,5-dimethylnaphthalene",Q27121286,,""
57103-48-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5711-19-3,"","","","","",,"","","","",21171412,,"","","",,"",,"","",,""
57117-24-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57119-22-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57157-80-9,"","","","","",,"","","","",83674,,"","","",,"",92691,Adogen 283,Q83079459,,""
57157-84-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5716-15-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57160-47-1,"","","","","",,chlorbenzuron,"","","",,,"","","",,"",,"","",,""
5721-21-1,"","","","","",,"","","","",309391,,"","","",,"",348577,allylhydroquinone,Q27259119,,""
57213-69-1,"","","","","",,triclopyr-triethylammonium,"","","",,,"","","",,"",,"","",,""
57226-68-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5724-81-2,"","","","","",,"",1-pyrroline,CHEBI:19092,"",72096,,"","","",,"",79803,1-pyrroline,Q161680,,""
5725-89-3,"","","","","",,"","","","",106505,,"","","",,"",119220,Resorufin methyl ether,Q72506554,,""
5725-91-7,"","","","","",,"",7-ethoxyresorufin,CHEBI:34480,"",3178,,"","","",,"",3294,"","",,""
5729-06-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
573-03-5,"","","","","",,"","","","",,,"","","",,"",68448,4-Fluoro-1-naphthalenecarboxylic acid,Q72475073,,""
573-54-6,"","","","","",,"","","","",61730,,"","","",,"",68452,2-Bromo-3-nitrobenzoic acid,Q72448527,,""
573-56-8,"","","","","",,"","2,6-dinitrophenol",CHEBI:39357,"",10837,,"","","",,"",11312,"2,6-dinitrophenol",Q20856130,,""
573-58-0,"","","","","",,"",Congo Red,CHEBI:34653,"",,,"","","",,"",,"","",,""
573-98-8,"","","","","",,"","1,2-dimethylnaphthalene",CHEBI:34052,"",10841,,"","","",,"",11317,"1,2-dimethylnaphthalene",Q27115775,,""
57308-11-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57321-63-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57336-69-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57341-09-0,"","","","","",,"","","","",9775565,,"","","",,"",,"","",,""
57342-02-6,"","","","","",,epofenonane,"","","",38551,,"","","",,"",42272,"","",,""
5736-15-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57369-32-1,"","","","","",,pyroquilon,pyroquilon,CHEBI:45141,"",82768,,"","","",,"",91665,"","",,""
57375-63-0,"","","","","",,phenisopham,Phenisopham,CHEBI:82187,"",,,"","","",,"",,"","",,""
5739-85-5,"","","","","",,"","","","",9284741,,"","","",,"",,"","",,""
57397-78-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
574-25-4,"","","","","",,"","","","",588909,,"","","",,"",676166,"","",,""
574-39-0,"","","","","",,"","","","",86516,,"","","",,"",95837,"","",,""
574-42-5,"","","","","",,"","","","",10846,,"","","",,"",11323,"","",,""
574-45-8,"","","","","",,"","","","",189950,,"","","",,"",219140,"","",,""
574-64-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
574-95-8,"","","","","",,"",aureothricin,CHEBI:156452,"",61737,,"","","",,"",,"","",,""
5741-93-5,"","","","","",,"","","","",10376,,"","","",,"",10833,DL-dibromotyrosine,Q27151412,,""
57413-95-3,"","","","","",,xinjunan,"","","",,,"","","",,"",,"","",,""
57414-02-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5742-17-6,"","","","","",,"2,4-D-isopropylammonium","","","",,,"","","",,"",,"","",,""
5742-19-8,"","","","","",,"2,4-D-diolamine","","","",,,"","","",,"",,"","",,""
5746-17-8,"","","","","",,dichlorprop-potassium,"","","",,,"","","",,"",,"","",,""
574751-85-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
575-36-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
575-38-2,"","","","","",,"","","","",61739,,"","","",,"",68462,"","",,""
575-41-7,"","","","","",,"","1,3-dimethylnaphthalene",CHEBI:48614,"",10850,,"","","",,"",11327,"1,3-dimethylnaphthalene",Q27121290,,""
575-43-9,"","","","","",,"","1,6-dimethylnaphthalene",CHEBI:34065,"",10851,,"","","",,"",11328,"1,6-dimethylnaphthalene",Q27115787,,""
575-89-3,"","","","","",,"","","","",10854,,"","","",,"",11331,"2,4,6-trichlorophenoxyacetic acid",Q27273757,,""
575-90-6,"","","","","",,"","","","",10855,,"","","",,"",11332,"","",,""
57515-27-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5752-40-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-74-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-76-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-77-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-79-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-80-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-81-6,"","","","","",,"","","","",24821534,,"","","",,"",,"","",,""
57547-83-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-84-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57547-88-3,"","","","","",,"","","","",2367262,,"","","",,"",,"","",,""
57547-90-7,"","","","","",,"","","","",267967,,"","","",,"",,"","",,""
57547-92-9,"","","","","",,"","","","",267898,,"","","",,"",82657,"","",,""
57548-07-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5755-27-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57564-91-7,"","","","","",,"",S-nitrosoglutathione,CHEBI:50091,"",,,"","","",,"",,"","",,""
57571-05-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57583-54-7,"","","","","",,"","","","",,,"","","",,"",93311,"","",,""
576-24-9,"","","","","",,"","","","",10857,,"","","",,"",11334,"2,3-dichlorophenol",Q27280968,,""
576-55-6,"","","","","",,"","","","",10859,,"","","",,"",11336,"","",,""
5763-61-1,"","","","","",,"","","","",72125,,"","","",,"",79832,"","",,""
57646-30-7,"","","","","",,furalaxyl,furalaxyl,CHEBI:5194,"",,,"","","",,"",,"","",,""
57657-42-8,"","","","","",,"","","","",,,"","","",,"",9576118,"","",,""
57677-95-9,"","","","","",,"",bisperfluorooctyl phosphate,CHEBI:83539,"",,,"","","",,"",,"","",,""
57683-71-3,"","","","","",,"",2-aminosulfonyl-benzoic acid methyl ester,CHEBI:83512,"",38804,,"","","",,"",42546,2-aminosulfonyl-benzoic acid methyl ester,Q27156899,,""
577-11-7,"","","","","",,"",sodium docusate,CHEBI:4674,"",10861,,"","","",,"",,"","",,""
577-19-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
577-33-3,"","","","","",,"",anthrarobin,CHEBI:37504,"",10865,,"","","",,"",11342,"","",,""
577-56-0,"","","","","",,"","","","",61749,,"","","",,"",68474,2-Acetylbenzoic acid,Q72434812,,""
577-66-2,"","","","","",,"","","","",10869,,"","","",,"",11347,8-ethoxycaffeine,Q27254143,,""
577-71-9,"","","","","",,"","3,4-dinitrophenol",CHEBI:39358,"",10870,,"","","",,"",11348,"3,4-dinitrophenol",Q20856197,,""
577-85-5,"","","","","",,"",flavonol,CHEBI:5078,"",10871,,"","","",,"",11349,flavonol,Q5919049,,""
57716-89-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5773-98-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57754-85-5,"","","","","",,clopyralid-olamine,"","","",,,"","","",,"",,"","",,""
57754-92-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57760-36-8,"","","","","",,"",alborixin,CHEBI:77940,"",,,"","","",,"",,"","",,""
57762-64-8,"","","","","",,"","","","",4956693,,"","","",,"",,"","",,""
57762-81-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57764-08-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57773-63-4,"","","","","",,"",triptorelin,CHEBI:63633,"",,,"","","",,"",,"","",,""
57773-64-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57773-65-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5779-94-2,"","","","","",,"","","","",21171509,,"","","",,"",22015,"2,5-dimethylbenzaldehyde",Q27265131,,""
578-46-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
578-54-1,"","","","","",,"","","","",13860641,,"","","",,"",11357,"","",,""
578-94-9,"","","","","",,"","","","",10884,,"","","",,"",11362,"","",,""
578-95-0,"","","","","",,"",acridone,CHEBI:50756,"",10188539,,"","","",,"",2015,"","",,""
57808-65-8,"","","","","",,closantel,closantel,CHEBI:77053,"",,,"","","",,"",,"","",,""
57808-66-9,"","","","","",,"",domperidone,CHEBI:31515,"",3039,,"","","",,"",3151,"","",,""
57817-89-7,"","","","","",,"",stevioside,CHEBI:9271,"",,,"","","",,"",,"","",,""
57840-38-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5786-21-0,"","","","","",,"",clozapine,CHEBI:3766,"",10442628,,"","","",,"",135398737,"","",,""
579-10-2,"","","","","",,"","","","",10886,,"","","",,"",11364,N-methylacetanilide,Q27265173,,""
579-23-7,"","","","","",,"",cyclovalone,CHEBI:135543,"",24774126,,"","","",,"",,"","",,""
579-56-6,"","","","","",,"",Isoxsuprine hydrochloride,CHEBI:31735,"",,,"","","",,"",,"","",,""
579-66-8,"","","","","",,"","","","",21106539,,"","","",,"",11369,"2,6-diethylaniline",Q209276,,""
579-75-9,"","","","","",,"",O-methylsalicylic acid,CHEBI:421840,"",10892,,"","","",,"",11370,2-Methoxybenzoic acid,Q72489160,,""
579-93-1,"","","","","",,"",N-benzoylanthranilate,CHEBI:17331,"",61757,,"","","",,"",68482,N-benzoylanthranilic acid,Q27121845,,""
57900-42-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5794-03-6,"","","","","",,"",(+)-camphene,CHEBI:20,"",83259,,"","","",,"",92221,(+)-camphene,Q27105194,,""
5794-04-7,"","","","","",,"",(-)-camphene,CHEBI:89,"",,,"","","",,"",,"","",,""
5794-28-5,"","","","","",,"","","","",144953,,"","","",,"",,"","",,""
5794-88-7,"","","","","",,"","","","",72150,,"","","",,"",79858,5-bromoanthranilic acid,Q27286937,,""
57946-78-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
579494-66-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5796-17-8,"","","","","",,"",D-dopa,CHEBI:49169,"",,,"","","",,"",92222,D-dopa,Q3738328,,""
57960-19-7,"","","","","",,acequinocyl,acequinocyl,CHEBI:38592,"",84245,,"","","",,"",93315,acequinocyl,Q15632895,,""
57982-77-1,"","","","","",,"",buserelin,CHEBI:135907,"",,,"","","",,"",,"","",,""
57987-02-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58-00-4,"","","","","",,"",apomorphine,CHEBI:48538,"",,,"","","",,"",,"","",,""
58-08-2,"","","","","",,"",caffeine,CHEBI:27732,"",1015,,"","","",,"",2519,caffeine,Q60235,,""
58-14-0,"","","","","",,"",pyrimethamine,CHEBI:8673,"",4819,,"","","",,"",4993,Pyrimethamine,Q93801120,,""
58-15-1,"","","","","",,"",aminophenazone,CHEBI:160246,"",5787,,"","","",,"",6009,aminophenazone,Q416503,,""
58-18-4,"","","","","",,"",methyltestosterone,CHEBI:27436,"",5788,,"","","",,"",6010,"","",,""
58-22-0,"","","","","",,"",testosterone,CHEBI:17347,"",5791,,"","","",,"",6013,"","",,""
58-25-3,"","","","","",,"",chlordiazepoxide,CHEBI:3611,"",,,"","","",,"",,"","",,""
58-27-5,"","","","","",,"",menadione,CHEBI:28869,"",3915,,"","","",,"",4055,menadione,Q192471,,""
58-28-6,"","","","","",,"",desipramine hydrochloride,CHEBI:4449,"",58811,,"","","",,"",,"","",,""
58-36-6,"","","","","",,"","","","",5795,,"","","",,"",6017,"","",,""
58-40-2,"","","","","",,"",promazine,CHEBI:8459,"",4757,,"","","",,"",,"","",,""
58-54-8,"","","","","",,"",etacrynic acid,CHEBI:4876,"",3163,,"","","",,"",3278,"","",,""
58-55-9,"","","","","",,"",theophylline,CHEBI:28177,"",2068,,"","","",,"",2153,"","",,""
58-56-0,"","","","","",,"",pyridoxine hydrochloride,CHEBI:30961,"",,,"","","",,"",6019,"","",,""
58-58-2,"","","","","",,"",Puromycin dihydrochloride,CHEBI:8642,"",,,"","","",,"",,"","",,""
58-61-7,"","","","","",,"",adenosine,CHEBI:16335,"",54923,,"","","",,"",60961,Adenosine,Q67784942,,""
58-63-9,"","","","","",,"",inosine,CHEBI:17596,"",5799,,"","","",,"",135398641,inosine,Q422564,,""
58-64-0,"","","","","",,"",ADP,CHEBI:16761,"",5800,,"","","",,"",6022,"","",,""
58-71-9,"","","","","",,"",cephalothin sodium,CHEBI:3542,"",,,"","","",,"",,"","",,""
58-73-1,"","","","","",,"",diphenhydramine,CHEBI:4636,"",2989,,"","","",,"",3100,"","",,""
58-74-2,"","","","","",,"",papaverine,CHEBI:28241,"",4518,,"","","",,"",4680,"","",,""
58-85-5,"","","","","",,"",biotin,CHEBI:15956,"",149962,,"","","",,"",,"","",,""
58-86-6,"","","","","",,"",aldehydo-D-xylose,CHEBI:15936,"",5805,,"","","",,"",135191,D-xylose,Q75082498,,""
58-93-5,"","","","","",,"",hydrochlorothiazide,CHEBI:5778,"",3513,,"","","",,"",3639,"","",,""
58-95-7,"","","","","",,"",alpha-Tocopherol acetate,CHEBI:32321,"",,,"","","",,"",,"","",,""
58-96-8,"","","","","",,"",uridine,CHEBI:16704,"",5807,,"","","",,"",6029,Uridine,Q70000044,,""
58-97-9,"","","","","",,"",uridine 5'-monophosphate,CHEBI:16695,"",5808,,"","","",,"",6030,"","",,""
580-13-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
580-17-6,"","","","","",,"","","","",10897,,"","","",,"",11375,3-aminoquinoline,Q27272135,,""
580-22-3,"","","","","",,"","","","",10901,,"","","",,"",11379,"","",,""
580-48-3,"","","","","",,chlorazine,"","","",10902,,"","","",,"",11380,"","",,""
580-51-8,"","","","","",,"",biphenyl-3-ol,CHEBI:34338,"",10903,,"","","",,"",11381,"","",,""
58002-18-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58002-19-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58010-98-3,"","","","","",,"",destosyl pyrazolate,CHEBI:4302,"",,,"","","",,"",,"","",,""
58011-68-0,"","","","","",,pyrazolynate,pyrazolynate,CHEBI:8657,"",38869,,"","","",,"",42619,"","",,""
58037-94-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58038-40-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58041-19-3,"","","","","",,"","","","",38871,,"","","",,"",42621,"","",,""
58045-03-7,"","","","","",,"",Cotylenin F,CHEBI:3902,"",,,"","","",,"",,"","",,""
5805-52-7,"","","","","",,"","","","",393246,,"","","",,"",445686,"","",,""
581-40-8,"","","","","",,"","2,3-dimethylnaphthalene",CHEBI:48615,"",10908,,"","","",,"",11386,"2,3-dimethylnaphthalene",Q27121291,,""
581-42-0,"","","","","",,"","2,6-dimethylnaphthalene",CHEBI:34251,"",10909,,"","","",,"",11387,"2,6-dimethylnaphthalene",Q2250787,,""
581-43-1,"","","","","",,"","","","",84452,,"","","",,"",93552,"","",,""
581-64-6,"","","","","",,"",thionine,CHEBI:52295,"",,,"","","",,"",,"","",,""
581-88-4,"","","","","",,"",debrisoquin sulfate,CHEBI:50973,"",10913,,"","","",,"",,"","",,""
581-96-4,"","","","","",,"",2-naphthylacetic acid,CHEBI:37837,"",10915,,"","","",,"",11393,2-naphthaleneacetic acid,Q27104428,,""
581-97-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5810-42-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5813-64-9,"","","","","",,"","","","",72173,,"","","",,"",79882,"2,2-dimethyl-1-propylamine",Q24189212,,""
58138-08-2,"","","","","",,tridiphane,Tridiphane,CHEBI:82251,"",66320,,"","","",,"",73669,"","",,""
58175-57-8,"","","","","",,"","","","",110137,,"","","",,"",123543,"","",,""
581809-46-3,"","","","","",,bixafen,bixafen,CHEBI:83106,"",9609314,,"","","",,"",11434448,"","",,""
5819-21-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58194-43-7,"","","","","",,"","","","",391771,,"","","",,"",443629,"","",,""
582-17-2,"","","","","",,"","","","",10919,,"","","",,"",11397,"","",,""
582-33-2,"","","","","",,"",tricaine,CHEBI:81494,"",,,"","","",,"",11400,"","",,""
582-54-7,"","","","","",,"","","","",61767,,"","","",,"",68492,"","",,""
582-60-5,"","","","","",,"","5,6-dimethylbenzimidazole",CHEBI:15890,"",655,,"","","",,"",675,"5,6-dimethylbenzimidazole",Q15269676,,""
5820-23-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58200-66-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
58200-68-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
